,ID,Rating,Review,Label,Llama-3.1-8B,GPT-4o-Mini
758,379,10,"This is one of Alfred Hitchcock's best films, and one of his most underrated. I believe it certainly exceeds a 'Psycho' or 'The Birds' for technical artistry and brilliance. It is a macabre, tense, darkly humorous product that will leave you in awe for quite some time.<br /><br />Robert Walker creates one of Hitchcock's most memorable villains as the father-hating, mother-fixated (but aren't most of Hitchcock's villains mummy's boys?) Bruno. It is a disturbing, stunning performance that illuminates the whole film. His character is obsessive, apparently homosexual (look at those deliberately effeminate ties and hear how he is described as 'European'), strangely charming and dangerous to cross. Farley Granger certainly knows this as he becomes entangled in Bruno's sordid web after the pair meet on a train. Bruno, knowing some inside information on Guy's affairs, proposes the two 'swap' murders for each other's benefit. Walker will kill Granger's slutty, conniving wife who is inhibiting his marriage to beautiful Anne, whilst Granger will murder Bruno's father, who he so intensely hates. Everyone's happy, right? A win-win, as Bruno asserts? Wrong. Granger forgets about the indecent proposal, but an obsessed Walker doesn't. He commits his murder and is determined to hound Granger until he completes his side of the bargain too. 'Strangers' becomes a riveting, suspenseful game of cat-and-mouse in Hitch's capable hands.<br /><br />Hitchcock was absolutely amazing at creating intriguing minor characters and building scenes. We have the whore Miriam, Granger's estranged wife pregnant to another man. She lasciviously slurps a phallic ice-cream cone whilst openly eating up Bruno with her eyes. Barbara Morton, Anne's sister, is a deceptively sweet yet smart and cunning young girl who comes out with the most crude remarks you'll hear from a bespectacled girl in the pictures in the 50's. Senator Morton is authoritative and self-absorbed. This is one of the most daring films Hitchcock ever made, and it is, typical to a Hitch film, subtly sexual in detail.<br /><br />This fits into the film-noir category with it's focus on murder, lies and deceit and shadowy cinematography. Walker's nut is one for the ages, and Granger makes a convincing troubled protagonist. Roman is perhaps weaker than the other two, and I never believed her relationship with Granger. Still, the overwhelming positives cancel out the slight negatives and it can be safely said that this is one of the BEST American films ever made.<br /><br />Just look at what Hitch does here- the originality, the technical skill. We see the murder of Miriam reflected in her shattered glasses. A game of tennis turns into one of the most thrilling, intense scenes you'll ever see. A innocent fairground turns into a place of murder and foul occurrences. A young boy's balloon is popped callously by Walker (Hitch obviously liked what he saw in 'The Third Man!').Children's delight at riding the carousel turns into screaming, fast-paced terror. Hitch subverts normal, everyday events like no other.<br /><br />The camera-work here is among the best ever seen in a Hitchcock film, and the premise is to-die-for. It's slick, oozes sophistication and devilish charm. The cross-cutting between Walker and Granger's characters is magnificent- Granger's do-or-die tennis match is just as vital as villain Walker's rescue of an incriminating piece of evidence lost down a drain. Hitch again build his villain into a nasty, repulsive yet sympathetic and oddly charming (Did anyone else find him strangely attractive, more so than Granger?) piece of work- we are just as tense as Walker in our hope that he can get the lighter out of the drain. We need him to, anyway. He holds the key to the story.<br /><br />You'll never view an approach from a stranger in the same way again after seeing this film.<br /><br />Amazing.<br /><br />10/10.",Positive,Positive,Positive
759,379,1,"If you are ever in the mood for a truly terrible film, it would be hard to find something that could even compare to this. I have spent a lot of time watching a lot of terrible movies just for the sheer joy I get from it, and man, this is one of the worst. This movie was so bad, I had to buy the third Beastermaster online. That one wasn't as bad, which is amazing since it was straight to video. This is one of those films that is hard to comprehend how it was made in the first place. I mean, someone had to actually have read the script (or many scripts, I'm sure they made several drafts) and said ""Yeah, that's it. Here's some money."" Actually, they probably just wanted to make a Beastmaster 2 before they even had a script, then went with whatever they had. Ack, horrible. So, if you are a fan of really bad movies, watch this one. It is a true classic, and film doesn't get much worse than this. And if it does, please let me know.",Negative,Negative,Negative
760,380,9,"Well, this is about as good as they come. There are arguments about whether Hitchcock was only a ""master of commercial suspense"" or maybe a ""compulsive technician"" -- or was he really ""deep."" Nobody knows precisely what terms like that mean, but it's legitimate to ask if, at his best, he could not have been all three things at once.<br /><br />In this one he seems to be about at his peak. Hardly anything in it is accidental. It abounds with doubt, ambiguity, and wit. And the story is engrossing, Patricia Highsmith apparently having complexes similar to Hitchcock's own.<br /><br />I'm sure the plot has been thoroughly outlined elsewhere so I won't bother going into it. I'll just point out five on screen incidents that Hitchcock is undoubtedly responsible for.<br /><br />Bruno Antony (Walker) has followed Miriam (Laura Miller) and her two boyfriends to a carnival at night with the intent of murdering her. She's noticed his attention and is innocently flattered by it.<br /><br />1. Laura and her two friends rent an electric boat to go through The Tunnel of Love and then to an island in the center of the lake. Walker is right behind them, smiling, in his boat -- Pluto. ""Pluto."" It's not an allusion to the Walt Disney cartoon character. It's a reference to Pluto, also called Hades, a god of the underworld in Greek and Roman mythology. This tiny touch can't be an accident. And the ""underworld"" that Walker represents is not just a literal hell, but the underworld of the human mind. I hate to say he's a Jungian ""shadow"" but that's what he is. (Did Carl Jung see this movie? He was alive at the time of its release -- but probably not.) 2. Now, this is a deadly serious sequence, right? Walker is a lunatic who is about to murder a woman he doesn't even know. Imagine the way this would have been laid out by most directors. A night-time stalking through a crowded carnival, stealing from shadow to shadow, the killer peering from behind the canvas walls, and so forth. What does Hitchcock show us? When Walker first comes through the gates, concentrating on his victim, a little boy in a cowboy suit, holding a balloon, runs up and shouts, ""Bang! Bang! You're dead!"" Walker jerks his head back in surprise and glares down indignantly at the kid. And when the kid starts to walk away, Walker darts his cigarette at the balloon and pops it, then continues his pursuit without another glance. That's one way Hitchcock treats impending doom.<br /><br />3. The famous strangling reflected in the fallen eyeglasses, which has been aped innumerable times.<br /><br />4. Miriam and her friends stop at one of those devices that you pound with a big mallet, sending a kind of hockey puck up the shaft to measure the strength of your blow. One of her boyfriend whams it and the puck doesn't reach the bell at the top. Under Miriam's delighted and admiring gaze, Walker smiles and rubs his hands together, then picks up the mallet, slams it down, and the puck bangs against the bell. She's thrilled. He puts the mallet down, looks at her, grins, and WAGGLES HIS EYEBROWS at her like a ten-year-old showoff! 5. After the discovery of Miriam's body, while whistles blow and people shout, Walker leaves the carnival and encounters a blind man waiting at the curb. Walker takes the old fellow by the arm and leads him across the intersection, gravely holding up his hand to stop the traffic. A macabre joke.<br /><br />These incidents and others all take place during the ten or fifteen-minutes of the carnival visit. (Robert Walker's performance is exceptional throughout.) It's essentially a kind of invitation to be noirish. (Cf: ""Ride the Pink Horse"") But the menace of the scene is undercut by Hitchcock's insistence on irony and distance. None of the familiar noir techniques are employed. There's nothing really ""creepy"" about it. And the murder itself is hardly a savage one. I don't think that any director other than Hitchcock would have handled it the way he did. It would have been all menace and shadows, hiding places, abortive attempts, scowls instead of grins.<br /><br />Not that it's an entirely flawless movie. A flawless movie is not yet with us. Some of the middle section is a bit slow going and Farley Granger, although a nice guy, is stolid, dull, and rather stupid. His new girl friend is just dull.<br /><br />Hitchcock was to treat the misattribution of guilt with deadly seriousness in ""The Wrong Man."" I'm not sure Hitchcock ever thought about the difference between legal guilt and moral guilt. The latter was imposed on him at an early age by his Catholic education. ""Original sin"" -- you're BORN with it -- and all that. In filmed interviews, he always glibly explained away his fear of the police and of authorities generally by telling a story about his father taking him to the police station to put a scare into him after some peccadillo. We're justified in asking if that was only what psychoanalysis calls a ""screen memory."" I hope you get the pun. I know, I know. It's strained and inept but I spent a good deal of valuable time thinking it up.",Positive,Positive,Positive
761,380,2,"This one kind of is like an earlier movie from 1987 ""Masters of the Universe"" based on the cartoon ""He-man"". Basically, you have a great old world and they for some reason have to have nearly all the action of the movie take place on modern earth. Well I guess it is not so modern earth now and that it is an ancient world now of strangeness and a den of good times gone by. Well I guess I can figure why they did in fact place nearly all the movie in modern times in this and that movie. To save money on costumes and sets. It is a lot easier to recreate what is going on in the present than a strange world like that of Eternia in He-man or an ancient world with cults and strange pyramids, sacrifices and strange creatures that hug you to death. This movie is forgettable and not very entertaining, your first clue that it is not going to be the best movie in the world is that Robert Z'Dar is in it. The only thing this one has going for it is the animals which are not as prevalent in this one as they were in the last. Marc Singer is back and it is sad to seem him in this state, the guy was a fairly good actor reduced to trying to make a sequel to a movie that really did not need one, and even if it did it came five years to late.",Negative,Negative,Negative
762,381,10,"Looking back at the career of Alfred Hitchcock, it never fails to be surprising how such a brilliant and visionary man could be denied sufficient recognition for how revolutionary he was for the film industry. It is likely a sign of how ahead of his time Hitchcock was, always attempting to push the envelope, and never coasting along with a film made simply for the purpose of being entertaining, but always with a deeper, more poignant motive on his mind. Strangers on a Train, one of Hitchcock's first and more underrated hits, is a perfect example of these traits - an entertaining and suspenseful story, even when viewed over 50 years later, yes, but so carefully and intelligently constructed it stands today as a masterpiece in film technique. <br /><br />Arguably one of the pioneering ""suspense thrillers"", Strangers on a Train may come across as slightly dated in certain aspects, but it retains every bit of superbly crafted tension as it did back in 1951 (if perhaps slightly less shocking). The brilliant use of cinematography and lighting as well as quick, careful editing are what really make the film stand out, drawing out every possible iota of tension and retaining the audience's focus even in slower scenes. If there was ever any doubt of what a simply masterful filmmaker Hitchcock was, simply watching five minutes of Strangers on a Train should be enough to disavow such sentiments; every shot is so carefully chosen and constructed, all serving to drive the storyline ahead in a particularly innovative fashion. Sadly enough, there are certain moments in the story which are screechingly out of place enough to jar our focus away from the superb cinematography and editing - Bruno being able to reach down to the bottom of a sewer grate is simply unbelievable, and the figure of a stereotypical old man crawling under a wildly out of control carousel provides unintentional comedic relief in what is meant to be the film's most tense and engaging scene. These are only brief moments, but they are enough to stand out as painfully weak in an otherwise stellar film.<br /><br />But what really makes Strangers on a Train stand out is the story premise. As Hollywood films of late run the risk of descending inescapably further and further into the vat of turgid clich̩e after clich̩e, it's wonderfully refreshing to see a 50 year old film with a premise which actually comes across as smart and original. Sure it's fairly straightforward, but the concept of ""swapping murders"" is simply one that would not fly in films of today's day and age, which makes it all the more entertaining to watch; the film's brilliant screenplay keeps the action flowing at a swift pace while providing us with some wonderfully memorable lines all the while. One can't help but notice the deeper themes Hitchcock is alluding to throughout as well, especially the concept of ""darkness in humanity's heart"", demonstrated by elderly ladies being fascinated and exhilarated by the prospect of murder, as well as Bruno's own cavalier attitude towards death. Hitch also works in many moments of dark humour (Bruno popping a child's balloon with his cigarette is priceless), and irony, shooting suspenseful scenes in happy, easy-going environments, such as the iconic carnival scenes, to create an even more eerie atmosphere. This may be a suspense thriller, yes, but to overlook the brain concealed beneath it would be simply inexcusable. <br /><br />The antagonistic figure of Bruno (essayed to perverse perfection by Robert Walker, sadly in his last film role, but easily stealing the film from his admittably very talented fellow cast members) is without a doubt what makes Strangers on a Train so memorable, as the character is a marvel to behold. Here we have a simply superbly crafted villainous figure, all the more intriguing by how ordinary and unassuming he seems. Rather than cackling madly and thwarting the hero at every possible moment, Bruno is a calm, controlled, psychotic mess. He speaks of murder in such an offhand tone, yet retains a passionate glint in his eye when discussing different fashions of killing people. Bruno could seem to represent the ""Id"", as Freud would put it, the inner, darker and uninhibited aspects of mankind. It makes an interesting contrast to the hero figure, Guy Haines, and how bland and uninteresting he seems, almost as if to drive home the prospect of evil being much more interesting and appealing than constantly striving to do the right thing. <br /><br />Yet despite this implied message, Hitch still twists our emotions enough that we root for Guy at every turn, and cheer at each new obstacle he is forced to overcome. It's a testament to actor Farley Granger's talent that despite Robert Walker's villain easily stealing the show, Granger's hero still comes across as sympathetic, still commanding our support even when falling prey to being a far less compelling character. Superb support is given by Ruth Roman, who manages to overcome the clich̩e and be a more innovative and complex romantic interest figure, Kasey Rogers giving a stunning performance as Guy's horrifyingly manipulative and hedonistic first wife, and Patricia Hitchcock, proving that she is far more talented than being simply ""the director's daughter"" would imply. The superb cast (headed by a simply wonderful Walker) really bring the film to life, adding so much more merit to the film than simply Hitchcock's breathtaking stylistics. <br /><br />All in all, Strangers on a Train may still come across as slightly too dated for certain viewers, but it's still a shock how modern and appealing to contemporary audiences seems, considering it was released half a century ago. Once again, Hitchcock proves his unparalleled mastery of tension and film technique, and the film's surprisingly original and enjoyable premise is alone worth a viewing. Highly recommended to anyone wishing to undertake a brilliantly made but superbly entertaining film experience! <br /><br />-9/10",Positive,Positive,Positive
763,381,1,"Mr. Bean is just a bunch of unfunny slapstick humour. It is the most shallow humour TV series ever made in history. The scenes are often disgusting and the horrible canned laughter sends chills through the spine. Mr. bean is a selfish and rude character and one can only sympathies how pathetic he is. It is incredible that such a TV series of low quality can be sustained for 5 years. It is a complete waste of time to watch even 1 episode and one can't help but to express disgust and pity why Rowen had portrayed himself as such a 2-dimensional, unfunny and ridiculous character. Or pity yourself why you had even bother to watch an episode. Watching this is an aggravating experience.",Negative,Negative,Negative
764,382,10,"I have used this movie in my college Ethics courses for over 10 years (also Woody Allen's ""Crimes and Misdemeanors""--another terrific, multi-leveled ethical study). <br /><br />It's fiction. I don't focus too much on the unrealistic features of ""Strangers"" because all fictional films are obviously false on many levels. I love the film as gallows comedy, tautly told, with many ironic twists and visual pleasures--even if it's ""unbelievable."" The story is told so well that I don't even think of criticizing its plausibility (although I must confess that the tennis match seems the weakest part to me--too much Hollywood fluff and not enough real tennis competition).<br /><br />Some problems presented in the film that hold promise for realistic moral education and ethical discussion:<br /><br />1. Ethical Passivity: some weaknesses of the Guy character are intended by Hitchcock. A primary ethical insight of the film is the danger of inability to articulate one's moral positions. Guy is unable to effectively block Bruno's crazy proposals at the start. An interesting question is why and how does Guy behave so passively, ineffectively? A possible answer is his depression because of his intense and complicated divorce process. <br /><br />2. Miscommunication: Guy commits another failure at the start: on the train, to get away quickly, he agrees that Bruno's ideas are all good. But Guy's literal meaning is opposite to his inflected, sarcastic meaning. Bruno takes the literal meaning as an agreement for the criss-cross murders. Guy takes the sarcastic meaning as an escape from any murder agreement. To some extent, near the beginning, Bruno may be partially pretending that an agreement has been struck, to draw Guy further into a web of complicity. Bruno is manipulating Guy; Guy's linguistic ambiguity on the train gives Bruno a chance to put an ethical ""stranglehold"" on Guy. Bruno manipulating Guy may also take on other meanings . . . .<br /><br />3. Secrecy: Some have speculated about a sexual relationship between Guy and Bruno. It seems at first ridiculous, especially since Guy appears obviously heterosexual in his relationships with Miriam and Anne. However, remember that Guy is also ineffective with both women. Guy appears (stereotypically--it's 1951 remember) effeminate, especially in relationship to Bruno. Guy, the strong athlete, is weak on the inside. Bruno is also conflicted (playing ""against himself""), appearing facially and physically strong at first but then displaying some ""effeminate"" traits (Bruno's fashion and footwork; his gushing emotionally to Guy in different situations; his receiving a manicure from his doting mother; Bruno kissing and desperately fondling his mother's hand; other more subtle gay stereotypes that hold cryptic meaning from Hitchcock's point of view). I wish I could hear Hitchcock clarify his intended meanings here.<br /><br />4. Dishonesty and Distrust: Guy makes some colossal blunders in hiding truths about Bruno from family and from police. Guy fails to fully comprehend that admitting fault quickly may be better than a cover-up or a delay in confession. Again Guy is driven by passivity, insecurity, fear--and perhaps a self-hate that is closer to Bruno's own self-loathing than we care to see or to admit. Both Guy and Bruno act out their own parables of impotence.<br /><br />5. Lack of Evidence: Guy feels a problem mustering the evidence to acquit himself. While quickly going to the police would solve a huge problem, Guy traps himself with his own doubts and insecurities: the absence of desired alibis; the inability of the alcoholic professor to testify on Guy's behalf; the obsessive need to appear politically pristine; and other personality factors that cause Guy to feel defenseless. He is as dysfunctional as Bruno--just not as dangerous (yet one could partially blame Guy for Miriam's murder).<br /><br />6. Disease and Mental Disorder: an interesting question is how legally responsible is Bruno for the murders? The more ethically incompetent Bruno is as a sick sociopath, the more guilty Guy may be as someone healthy who failed to stand up and morally act to prevent the crimes. Guy's failure is like a man who fails to call the police when a sick friend threatens suicide, and death ensues. One could argue that more than one crime is committed and that Guy is an emotionally hobbled accomplice.<br /><br />These and many other features of the film make ""Strangers on a Train"" a gem of a morality play, a diamond for philosophical and cinematic reflections.",Positive,Positive,Positive
765,382,4,"Starts off with Fulci playing a version of himself, writing down some ideas for how people could die. Followed by a fake-looking cat eating what is presumably a brain. The copy I watched was dubbed in English, which I always hate, but I was particularly disappointed not to get to hear Fulci in his own voice.<br /><br />Fulci is in a sort of feverish state working on his latest horror movie. His stomach turns when he sees things that resemble effects from his movie, and he starts to hallucinate that he is witnessing acts of horror. He visits a psychiatrist, who hypnotizes him and unfortunately he does not have his improved mental health in mind. I was reminded of the psychiatrist played by David Cronenberg in Clive Barker's Nightbreed (1990). The shrink in this one is played by David L. Thompson, who is pretty bad. Probably a real life friend of Fulci's, he has a big toothy grin when he kills people, though this may be Fulci's black humor at work which I thought was pretty poor too.<br /><br />The movie is composed of a lot of clips from Fulci's movies, either as if Fulci is on the set directing them, watching recordings on TVs, or witnessing the acts. I've never been too much of a fan of clip shows in TV series, and I also think things like Charles Band's Full Moon Entertainment cutting their old films down and putting three such cuts together as new anthologies are pretty lame. I guess they need to make money?<br /><br />The shrink in Cat in the Brain makes reference to the theory that violence in movies begets violence in real life. One of Fulci's co-workers talks about having a documentary crew follow Fulci to see what his life is like. Lots of self-referential stuff like this.<br /><br />In the end, some of the characters sail away on a boat named ""Perversion.""",Negative,Negative,Negative
766,383,9,"This is such a revered and studied film, a classic among Hitchcock's many, it takes no cajoling to want to watch it again. Yet you think: can it hold up even when the huge (and clever, and amazing) trick of the plot is no surprise?<br /><br />Yes.<br /><br />And for starters there is the start, a profoundly beautiful and slick telling of the really the whole story, the gist of it. Two taxis, two men shown with their shoes, each walking onto the train, sitting then across from each other, and, oops, a mistake, a little nudge, and the conversation begins, and we see the men themselves. They are interchangeable. <br /><br />The tone here is characteristic of Hitchcock, as it is in many horror and suspense films-- cheery and light. We know entering the film, however, that this won't be the case, so already we are worried. What, after all, is about to go wrong?<br /><br />A lot. In truly Hitchcock fashion, it is a purely innocent man (nearly always a man) who faces injustice, who is trapped by circumstance threatening what is most valuable to him. The innocent in this case, tennis player Guy Haynes, is played with an innocence that is believable--his collegiate politeness in that first scene, for example, as he realizes the other man is a little cuckoo, is just what you or I might do. The not-so-innocent man is the self- absorbed and scarily intelligent spoiled child, Bruno Anthony, played with utter brilliance by Robert Walker. (This uncanny performance is equivalent to that of another Hitchcock wacko, played by Anthony Perkins in Psycho.) So from scene one, on the train (and the train, really gorgeous!), we have the two leads and we have the mind-blowing and utterly simple and ultimately devastating plot, from the first novel by Patricia Highsmith, who also wrote the books behind the two Mr. Ripley movies. And it doesn't hurt that the screenplay was co- written by Raymond Chandler himself, who knows something about economy and clever dialog. And crime.<br /><br />And of course there is more than just the first scene. What to note? Well, that smarty of a senator's daughter (I thought she was terrific) is Hitchcock's daughter, Patricia, who is still with us (as of 2009; she also had a role in Psycho). And there is a characteristic landmark location for a key scene in the film--the tennis courts in the Hamptons, known to us as the site of the U.S. Open. The fantastic last full scene with the carousel is the only place where Hitchcock moves into a kind of slow and steady montage, building up the suspense by making it surreal. The fear gets positively fattening with the laughing children and the old man crawling underneath it all. And when it collapses in a crash--that's all backprojected on a set, one of the more naturalistic uses by a director known for not worrying about the realism of his back projections.<br /><br />The photography is that perfect Hollywood stunning without becoming so stylized (as in some noir films) that it is an object in its own right. Look again at the first scene, or the shooting (and editing) of Haynes entering the house for what the audience thinks is a murder. This is sophisticated construction. When we are not completely surprised that it's Bruno in the bed, that only proves that the director has us on our toes. Something unexpected is always expected.<br /><br />Are there glitches? Who knows? It depends on what kind of falseness you can accept (or embrace) as beautiful style. The scene where Bruno is choking the old woman at a party is both brilliant (the woman, played by Norma Varden, is a caricature so believable it takes your breath away) and marred by his looking at the senator's daughter and being triggered into a deadly trance by her glasses, and her resemblance to his earlier victim. This is a mid-20th Century idea of psychology that intrudes on many of Hitchcock's efforts. (The end of Psycho, for starters.)<br /><br />The Wikipedia article on the film smartly emphasizes the consistent doubling of things in the movie, from the main characters to the murder victim and the senator's daughter. This echoes in lots of little ways--two men trail him to the tennis court, two men accompany the victim to the amusement park, and so on. There can be too much made of this, but it does supply an aesthetic consistency above and below our consciousness. Don't forget, there are meant to be two murders--it is the lack of the second murder, the inability to create a doubling in that case, that causes Bruno to unravel.<br /><br />Walker the actor had emotional problems and was institutionalized in the year before this movie was shot, and just afterwards, he died from a reaction to a drug used to calm one of his outbursts. Though he appeared in other films, Strangers on a Train is easily his tour-de- force. Farley Granger had a long career that never quite saw him break into true stardom, though his style can have a peculiar nervous sweetness that really works, especially in They Live by Night. <br /><br />And if you watch this one for the first or third time, do look for the chilling and hilarious scene at the tennis match where the crowd's heads all move back and forth in unison-- except for Bruno's. He is staring out without moving his head straight at us. As the trailer for the movie says, after this movie, you won't be talking to ""strangers on a train.""",Positive,Positive,Positive
767,383,1,"What do you do with all the material that does not make the final edit of a film? You might keep it aside in case a director's cut or extended version is released one day. You might sell some it as stock footage to be used in a part of another film. You might just bin it. Or you might collect it, accumulating more and more from each film you make and then use it to make another film, disregarding coherence or any sense. Throw a very primitive skeleton of a narrative into it and line up a number opportunities (nay, excuses) to slot in your celluloid cast-offs. Excuse the abjectly nonsensical nature of the plot by framing it all in the mind of a horror film director and you've got yourself an awful film. This can all be done with just a few days shooting. And idiots like me will waste two hours of their life watching it. And then come on here and try to warn others away. The whole chain of events is one big waste of time.",Negative,Negative,Negative
768,384,9,"<br /><br />""Lets swap Murders- your wife, my father""- seemingly innocent conversation between two strangers - Bruno Anthony and Guy Haines when they meet over lunch on a train journey. Guy, a solid, respectable tennis player, whose problem is that his wife, the flirtatious Miriam, won't divorce him so he can marry senators daughter Anne, laughs the whole conversation off as a joke. The following week he isn't laughing any more. In a scene of classic Hitchcock suspense, Bruno stalks Miriam through a carnival and strangles her. As he does, her glasses fall off and we see the murder eerily reflected twice through her lenses. Cold hearted and amoral Bruno, his part of the deal completed, approaches an appalled Guy expecting, even pressuring him into 'doing his bit.' Matters are not helped when Anne's precocious and outspoken younger sister turns up suspecting Guy of Miriam's murder. So accused of a murder he didn't commit and expected to commit another, what is Guy going to do? The power of this film is in the presentation of human beings as having a murderous side to their nature - and this Hitchcock does to perfection.",Positive,Positive,Positive
769,384,4,"Dr. Lucio Fulci (Lucio Fulci) is a director of gory horror movies who is starting to feel the effect of having filmed too many bloody scenes. He visits his local psychiatrist to see if he is losing his marbles; this proves to be a bad idea, since the shrink is actually a crazy murderer responsible for a spate of grisly killings. Seizing the opportunity to make Fulci his fall guy, the loopy nut doctor hypnotises the horror hack into thinking that he is responsible for the recent series of murders.<br /><br />On the surface, Cat in the Brain appears to be a fantastically gory treat from spaghetti-splatter god Lucio Fulci. Chock full of chainsaw dismemberment, axe attacks and various other bloody killings, the film certainly spills enough claret for even the most hardened gore-hounds. But when one looks closer, it turns out that many of the gruesome scenes are lifted from earlier movies (mostly Fulci's own 'masterpieces'); remove these from the equation and one is left with a nifty basic plot idea that is totally wasted, some welcome nudity, and dreadful performances from Fulci himself and David L. Thompson as the psycho shrink.<br /><br />As the film progresses, it develops into an incomprehensible mess, with the 'borrowed' gore footage inserted randomly, with no attempt at working it convincingly into the story. If you've seen Fulci's Touch of Death and Ghost's of Sodom, or Mario Bianchi's the Murder Secret, then you've already seen the best bits of Cat In The Brain before.<br /><br />After much bloodletting, the film wraps itself up rather quickly, leaving the viewer feeling bewildered and somewhat cheated. Watch the film if you're a Fulci completist, but I would suggest seeking out the films from which the 'good bits' were taken.",Negative,Negative,Negative
770,385,9,"In Strangers On A Train, it's obvious from the start that playboy wastrel Robert Walker has singled out Farley Granger as an unwilling accomplice to a pair of murders. Granger's a semi-public figure, he's a tennis pro, but not an especially high one. High enough however for him to know that Granger is trapped in a loveless marriage and would like to be free to marry Ruth Roman.<br /><br />So when they meet as complete Strangers On A Train one afternoon, Walker knows enough that Granger will at least be intrigued enough with the possibility that if the two of them, complete strangers, did commit homicide on parties that the other would be convenienced by their demise. Though Granger is repulsed by the idea, one of the beautiful things about this film, is that you can see in the performance he gives that Granger just might submit to temptation.<br /><br />In fact when Walker kills Laura Elliot, Granger's wife whose been two timing him and even gotten pregnant by another man, he expects that Granger will in turn murder Walker's father so that Walker can inherit his estate. Today Walker would be called a trust fund baby and a pretty malevolent one at that.<br /><br />Alfred Hitchcock directed Walker to his career role, ironically in his last complete film. Walker died the following year with most of My Son John finished. Hitchcock does not do too bad by Farley Granger either. <br /><br />Of course when Granger does balk at committing homicide on people who never did anything to him, the tension. Strangers On A Train is also characterized by great editing, first in the tennis match in which Granger has to finish the match and waylay Walker before he plants evidence convicting Granger at the crime scene. And also in that final climax with a fight on a runaway carousel between Walker and Granger.<br /><br />Strangers On A Train is Hitchcock at his best, it should not be missed and ought to be required viewing when film classes study editing.",Positive,Positive,Positive
771,385,1,"Out of 15 people I loaned this movie too.. NO One finished it.. It was so Awfully.???????? Not good... Just awful. She sits in a chair the whole movie. She's in a Closet. The Chair she's sitting is nice. I can't think of anything more to say. But 10 lines of text. To print this up. My friend Nick thinks this is a great movie.,, because,,, he can give it to his friends,, and not have to worry about THOSE calling him back. He's passed it around as a gag movie for 10 years. Which is how I got it.. Then.. I tried to get my friends to finish this extremity's awful awful piece of crap... To no aval.. no one could finish it.. Takes boredom to a whole new level. They could use this in Iraq INSTEAD OF WATER BOARDING... PLEASE SEND COPIES Guantanamo BAY CUBA. Makes great Xmas gift.",Negative,Negative,Negative
772,386,10,"""Strangers on a Train"" was one of those film classics I had always heard about but somehow never gotten around to actually seeing. I finally watched it a few weeks ago and, as always with any Hitchcock movie, it not only stood up to the test of time, it far surpassed most thrillers being made today. You can see the inspiration for future action movies here - the climactic ending with the out-of-control merry-go-round and the two villains dueling each other reminded me of the big action sequence at the end of Jan de Bont's ""Speed."" Of course, ""Strangers"" is over forty years older than ""Speed"" and contains no modern special effects, but the visceral thrill is there - Hitchcock was a true genius.<br /><br />The not-so-subtle gay side of Bruno (Robert Walker in an amazing performance) has taken form in many other psycho-stalker-figures in future movies. Consider him a male version of Jennifer Jason Leigh in ""Single White Female."" He knows about Guy before he even meets him on the train - we almost get the feeling their contact isn't incidental - and is soon entirely obsessed with him.<br /><br />Hitchcock loved the Oedipial elements in his movies (also see ""Psycho"" for more blatant undertones) and there's a lot of that here. Bruno hates his father and wants him to die so he can be with his mother. His effeminate ways and obvious homosexuality must have just slipped by the censors in 1951, when gays were not ""allowed"" to be portrayed on the screen - yet Hitchcock gets the message through effectively when we see Bruno in the lounge on the telephone wearing a very non-masculine robe, flirting with Guy and responding to his mother.<br /><br />The deep layers of this movie make it a fast-paced thriller than you can return to again and again - unfortunately it's being remade as a big-budget Hollywood production, but after seeing the original I honestly can't imagine anything surpassing the sheer white-knuckle thrills of this movie.",Positive,Positive,Positive
773,386,1,"I classify this as the worst movie of all time.<br /><br />If there ever was a movie I would wish upon my enemies, this would be it. The plot is ridiculous, there are only 2 characters, and the coincidences between these characters just completely strain belief.<br /><br />These factors combined to make this an extremely boring movie.<br /><br />My wife and mother walked out on the movie about 15 minutes in. I figured that a movie this boring and slow *must* have some cool interesting plot twist, and a was quite disappointed when nothing exciting materialized.<br /><br />I briefly considered sending the filmmakers a bill for my 2 hours of lost life.",Negative,Negative,Negative
774,387,8,"Even though some unrealistic things happen at the end (i.e. a cop shooting a gun into a crowded merry-go-round where any number of innocent could be killed), this still was an intense, enjoyable thriller, one of Alfred Hitchcock's better films. Robert Walker is excellent as the chilling nutcase, really convincing giving a fascinating performance that is almost too creepy at times. His co-star in here, Farley Granger, is okay but is no match for Walker, either in acting or in the characters they play. It's the typical Hitchcock film with some strange camera angles, immoral themes, innocent man gets in trouble, etc. Unlike a lot of his other films, I thought this one was a fast-moving story with a very few dull spots. Being an ex-tennis player, I enjoyed his footage of some excellent old net matches that featured some good rallies. Hitchcock's real-life daughter Patricia has an interesting and unique minor character role in here. She didn't just get the job because of her dad; she can act. Also of note: the DVD has both the British and American versions and there were some differences in the story. This is a classic film that is still referred to in modern-day films, even comedies such as ""Throw Momma Off The Train.""",Positive,Positive,Positive
